ID,Location,Num_Days,Num_People,Food_Level,Hotel_Rating,Guide_Support,Transport_Type,Season,Distance_km,Activities_Count,Total_Cost
403,Varanasi,6,1,Standard,3,Yes,Train,Peak,1,8,51900
404,Mumbai,6,8,Premium,5,Yes,Bus,Peak,17,6,522750
405,Leh,3,6,Budget,2,No,Car,Off,8,7,74900
406,Ooty,3,4,Standard,4,Yes,Train,Peak,7,5,115800
407,Leh,10,6,Standard,5,Yes,Train,Off,18,2,407500
408,Mumbai,9,4,Budget,3,No,Train,Off,17,1,161300
409,Darjeeling,9,2,Budget,3,Yes,Flight,Peak,8,1,134100
410,Chennai,10,7,Budget,3,Yes,Train,Off,18,10,318000
411,Amritsar,7,1,Budget,3,No,Flight,Off,16,1,35600
412,Darjeeling,3,7,Standard,4,No,Car,Off,5,8,135600
413,Udaipur,3,6,Premium,5,No,Bus,Off,19,4,134000
414,Leh,5,1,Budget,2,Yes,Train,Off,14,4,21500
415,Ooty,1,1,Standard,4,No,Bus,Peak,2,3,12150
416,Bangalore,10,3,Standard,2,Yes,Flight,Peak,7,3,189000
417,Varanasi,4,5,Standard,2,No,Train,Peak,15,3,121500
418,Chennai,10,3,Budget,2,Yes,Flight,Off,10,2,116500
419,Chennai,3,4,Standard,4,Yes,Bus,Peak,6,3,111300
420,Mysore,7,5,Standard,5,Yes,Flight,Peak,5,7,391500
421,Darjeeling,10,1,Standard,2,Yes,Car,Peak,18,10,66750
422,Hyderabad,8,3,Standard,2,Yes,Train,Peak,5,3,140850
423,Jaipur,10,5,Standard,2,No,Bus,Peak,13,3,279750
424,Darjeeling,3,6,Budget,5,Yes,Bus,Peak,9,9,188100
425,Mysore,1,3,Premium,4,No,Flight,Off,17,4,35000
426,Chennai,9,6,Premium,2,No,Bus,Peak,7,8,339000
427,Mumbai,8,6,Standard,2,Yes,Car,Peak,2,2,280950
428,Manali,10,8,Budget,4,Yes,Flight,Peak,9,9,705000
429,Agra,6,6,Budget,4,No,Train,Off,9,2,200800
430,Leh,3,8,Budget,3,Yes,Bus,Peak,6,2,170550
431,Udaipur,1,6,Budget,4,Yes,Train,Peak,10,5,67200
432,Leh,4,5,Premium,5,Yes,Train,Off,1,5,151500
433,Udaipur,10,1,Premium,5,No,Bus,Peak,8,5,110250
434,Leh,8,5,Budget,5,No,Bus,Peak,14,6,390000
435,Delhi,6,5,Premium,4,No,Train,Off,11,7,191000
436,Leh,5,4,Premium,5,No,Bus,Peak,4,3,218250
437,Mysore,9,4,Premium,2,Yes,Car,Off,13,5,156000
438,Agra,2,2,Standard,2,No,Train,Off,18,1,17900
439,Kochi,5,5,Budget,3,Yes,Car,Peak,6,9,185250
440,Jaipur,5,5,Budget,5,No,Car,Peak,8,10,258750
441,Mysore,10,8,Standard,3,Yes,Flight,Peak,1,10,621750
442,Hyderabad,7,4,Standard,2,No,Flight,Off,18,6,123800
443,Pondicherry,8,5,Premium,5,Yes,Car,Peak,10,1,438000
444,Darjeeling,1,8,Standard,3,Yes,Car,Off,4,1,54800
445,Ooty,7,2,Premium,2,No,Car,Off,12,5,62500
446,Manali,5,1,Budget,2,Yes,Bus,Off,4,4,21000
447,Bangalore,4,2,Standard,2,Yes,Car,Off,4,5,36800
448,Amritsar,6,1,Standard,4,No,Train,Peak,6,9,59400
449,Jaipur,1,1,Budget,3,Yes,Bus,Peak,10,10,17700
450,Manali,4,7,Budget,4,No,Flight,Off,2,1,183900
451,Kochi,8,3,Budget,2,Yes,Car,Peak,17,4,133050
452,Ooty,9,3,Premium,5,Yes,Train,Peak,16,9,299250
453,Kochi,6,3,Standard,4,No,Train,Off,7,6,108300
454,Varanasi,4,5,Standard,2,No,Train,Off,18,4,81500
455,Amritsar,9,4,Standard,2,No,Flight,Peak,8,2,225900
456,Varanasi,8,4,Premium,3,No,Car,Off,19,9,172500
457,Ooty,2,8,Standard,5,Yes,Bus,Off,17,2,116100
458,Kochi,4,1,Standard,3,No,Car,Peak,16,6,35100
459,Rishikesh,4,1,Premium,3,No,Flight,Peak,6,1,38250
460,Darjeeling,4,1,Budget,4,No,Car,Off,7,1,23700
461,Chennai,9,3,Budget,3,Yes,Train,Off,11,4,124100
462,Bangalore,7,4,Standard,3,No,Train,Peak,5,5,205950
463,Bangalore,9,1,Standard,5,No,Train,Off,15,2,61900
464,Udaipur,4,6,Budget,4,Yes,Train,Off,9,6,140700
465,Amritsar,10,4,Standard,3,Yes,Flight,Peak,3,5,312000
466,Pondicherry,8,8,Premium,4,No,Bus,Peak,4,5,591750
467,Mysore,9,5,Premium,2,No,Bus,Off,10,9,189500
468,Agra,3,3,Premium,4,No,Car,Peak,14,1,90750
469,Bangalore,5,1,Budget,2,No,Bus,Peak,15,2,27750
470,Kochi,10,1,Standard,3,No,Car,Off,4,9,52500
471,Varanasi,2,5,Budget,4,Yes,Car,Off,19,7,68000
472,Hyderabad,7,8,Budget,3,No,Train,Peak,18,5,382950
473,Darjeeling,6,7,Standard,3,Yes,Flight,Peak,10,1,345300
474,Agra,7,7,Standard,4,Yes,Train,Off,2,5,288900
475,Leh,8,8,Budget,5,Yes,Train,Off,16,1,417200
476,Pondicherry,2,3,Premium,2,Yes,Flight,Off,9,2,41500
477,Delhi,2,1,Budget,5,Yes,Bus,Off,13,8,19100
478,Delhi,3,1,Standard,2,No,Car,Off,12,5,15300
479,Amritsar,2,7,Standard,2,No,Train,Peak,6,5,95100
480,Darjeeling,8,1,Standard,2,No,Flight,Peak,6,2,52200
481,Manali,10,4,Budget,5,Yes,Train,Peak,18,6,393750
482,Leh,10,3,Budget,5,Yes,Train,Off,16,5,197500
483,Delhi,4,1,Standard,5,No,Flight,Off,7,8,35400
484,Delhi,3,4,Standard,2,Yes,Train,Peak,17,10,83550
485,Jaipur,1,4,Standard,4,No,Bus,Off,12,8,30400
486,Shimla,8,2,Budget,3,No,Train,Peak,14,7,112950
487,Manali,8,6,Standard,2,No,Flight,Peak,3,4,307200
488,Darjeeling,2,8,Budget,3,Yes,Car,Off,14,10,91300
489,Amritsar,6,1,Budget,5,Yes,Train,Peak,10,1,61950
490,Kochi,3,2,Standard,5,Yes,Bus,Off,15,4,45100
491,Goa,5,2,Budget,3,No,Car,Off,5,6,50000
492,Rishikesh,3,3,Premium,4,No,Train,Off,1,7,62000
493,Mysore,2,3,Budget,4,Yes,Bus,Off,15,8,40300
494,Mysore,8,7,Premium,4,No,Car,Peak,18,1,525750
495,Agra,8,1,Budget,4,Yes,Car,Peak,13,4,71850
496,Amritsar,7,5,Standard,2,Yes,Flight,Off,11,6,155500
497,Udaipur,8,2,Premium,4,No,Bus,Peak,17,8,153000
498,Delhi,9,5,Premium,3,Yes,Train,Peak,10,5,354750
499,Udaipur,3,3,Standard,3,No,Flight,Peak,6,7,89850
500,Delhi,6,6,Budget,2,No,Car,Off,13,5,133300
501,Goa,6,1,Standard,2,Yes,Flight,Off,5,6,31100
502,Agra,6,7,Budget,2,Yes,Bus,Off,4,10,152100
503,Rishikesh,10,1,Premium,4,Yes,Bus,Off,2,2,63500
504,Delhi,8,5,Budget,4,No,Car,Off,9,9,226500
505,Agra,2,3,Standard,3,No,Car,Off,19,3,35100
506,Agra,10,8,Budget,4,No,Bus,Off,2,1,432500
507,Kochi,7,8,Standard,2,No,Train,Off,13,4,215600
508,Amritsar,5,3,Premium,3,No,Bus,Peak,3,5,120750
509,Chennai,1,6,Budget,5,No,Flight,Off,17,7,71300
510,Shimla,7,8,Standard,2,Yes,Bus,Peak,5,6,321150
511,Mysore,10,8,Budget,2,No,Flight,Peak,9,6,460500
512,Rishikesh,2,5,Premium,2,Yes,Bus,Peak,2,1,70500
513,Pondicherry,3,8,Standard,4,No,Flight,Off,20,2,175400
514,Goa,4,4,Standard,2,No,Train,Peak,2,1,96150
515,Kochi,9,2,Standard,4,No,Train,Peak,10,6,160200
516,Rishikesh,4,3,Budget,5,Yes,Flight,Peak,15,1,138900
517,Kochi,9,1,Budget,2,No,Train,Off,12,10,36200
518,Jaipur,1,6,Premium,2,No,Train,Peak,2,9,56250
519,Jaipur,4,1,Standard,3,No,Train,Peak,7,10,37350
520,Kochi,9,3,Standard,3,Yes,Car,Peak,14,3,199800
521,Chennai,6,6,Standard,3,No,Train,Peak,20,6,266400
522,Bangalore,7,2,Standard,2,No,Flight,Peak,2,5,94350
523,Bangalore,1,7,Premium,4,Yes,Bus,Peak,19,4,78750
524,Shimla,5,5,Premium,5,Yes,Train,Peak,9,5,279750
525,Udaipur,2,8,Premium,3,Yes,Car,Off,17,5,100000
526,Chennai,8,2,Premium,4,No,Bus,Peak,9,5,150750
527,Leh,8,6,Budget,4,Yes,Car,Peak,13,7,407100
528,Rishikesh,7,8,Budget,5,Yes,Bus,Peak,17,6,547950
529,Goa,3,2,Budget,3,No,Flight,Off,18,8,39800
530,Shimla,2,7,Standard,5,Yes,Car,Peak,1,3,164100
531,Pondicherry,7,7,Budget,2,Yes,Flight,Off,1,1,198700
532,Ooty,10,5,Standard,3,Yes,Car,Peak,4,7,367500
533,Agra,1,1,Premium,2,No,Bus,Peak,9,6,12000
534,Mumbai,2,8,Budget,3,No,Car,Off,6,2,85800
535,Mumbai,1,6,Budget,4,No,Train,Off,12,9,45300
536,Chennai,2,2,Budget,4,No,Train,Peak,20,7,41550
537,Kochi,6,8,Budget,2,No,Car,Peak,19,4,264600
538,Mumbai,2,3,Standard,5,Yes,Bus,Off,4,9,48600
539,Leh,6,2,Standard,5,Yes,Flight,Peak,8,9,142800
540,Jaipur,9,6,Budget,2,Yes,Train,Peak,13,3,285300
541,Hyderabad,2,1,Premium,5,No,Train,Peak,20,5,27000
542,Rishikesh,4,4,Budget,4,No,Car,Peak,4,5,142950
543,Darjeeling,7,8,Premium,4,Yes,Bus,Peak,11,1,519000
544,Amritsar,7,5,Standard,4,Yes,Car,Peak,11,10,318750
545,Kochi,5,3,Standard,3,Yes,Train,Peak,16,8,118500
546,Mysore,3,2,Budget,5,No,Car,Peak,8,10,70200
547,Goa,6,1,Premium,3,Yes,Train,Peak,20,1,50250
548,Darjeeling,5,5,Standard,3,No,Bus,Off,17,5,122500
549,Kochi,2,5,Budget,5,Yes,Flight,Peak,4,8,140250
550,Udaipur,6,2,Premium,3,No,Train,Off,6,8,67000
551,Mysore,4,1,Premium,5,No,Flight,Peak,19,5,53250
552,Hyderabad,3,2,Standard,5,No,Flight,Off,18,4,51600
553,Delhi,3,5,Budget,2,No,Flight,Off,19,4,76500
554,Bangalore,7,2,Premium,3,Yes,Bus,Off,1,7,77000
555,Mumbai,10,5,Budget,5,Yes,Flight,Peak,19,3,514500
556,Delhi,6,2,Premium,3,Yes,Train,Off,19,7,68000
557,Darjeeling,1,2,Premium,2,Yes,Car,Off,9,8,17500
558,Mumbai,8,4,Premium,3,Yes,Car,Peak,13,8,260250
559,Leh,7,2,Budget,2,No,Car,Off,1,8,54200
560,Kochi,1,1,Premium,2,No,Train,Peak,14,10,15750
561,Delhi,7,1,Standard,4,Yes,Bus,Peak,9,9,69300
562,Leh,8,8,Premium,5,Yes,Car,Off,20,1,466000
563,Pondicherry,7,4,Premium,3,No,Train,Off,3,3,147500
564,Amritsar,5,2,Premium,5,No,Car,Off,3,3,75500
565,Delhi,8,4,Budget,4,No,Bus,Peak,16,1,261150
566,Leh,2,5,Budget,5,No,Flight,Peak,2,2,133500
567,Bangalore,5,1,Budget,2,Yes,Flight,Off,10,6,26000
568,Ooty,10,7,Budget,3,Yes,Car,Off,15,2,317500
569,Delhi,2,2,Premium,3,No,Car,Peak,15,7,41250
570,Kochi,7,5,Budget,2,No,Car,Peak,4,7,193500
571,Udaipur,2,5,Budget,4,No,Train,Peak,3,7,96000
572,Leh,2,4,Standard,5,Yes,Flight,Peak,5,1,112200
573,Mumbai,6,6,Premium,3,No,Car,Off,5,2,193000
574,Mysore,7,7,Standard,5,No,Train,Off,1,2,334900
575,Kochi,2,4,Budget,2,No,Train,Peak,19,9,55350
576,Manali,6,1,Budget,2,No,Car,Off,11,10,26800
577,Darjeeling,4,4,Standard,2,No,Flight,Off,14,6,80600
578,Delhi,4,6,Budget,5,No,Bus,Off,10,1,157700
579,Manali,10,4,Premium,5,Yes,Bus,Peak,2,9,435000
580,Bangalore,1,6,Standard,5,No,Flight,Peak,18,6,108900
581,Kochi,3,4,Premium,3,Yes,Train,Peak,18,8,107250
582,Amritsar,10,6,Budget,3,No,Flight,Off,3,8,292000
583,Darjeeling,2,7,Premium,3,No,Flight,Peak,14,2,159000
584,Varanasi,10,1,Standard,5,No,Bus,Peak,15,3,102750
585,Amritsar,6,8,Standard,4,No,Flight,Off,17,5,311300
586,Jaipur,3,3,Budget,4,Yes,Train,Peak,5,7,85800
587,Chennai,1,7,Budget,4,Yes,Car,Peak,6,9,85650
588,Rishikesh,5,5,Premium,5,No,Train,Off,10,5,185000
589,Varanasi,3,3,Premium,3,Yes,Bus,Peak,6,4,77250
590,Goa,1,3,Premium,5,Yes,Bus,Off,5,6,28500
591,Amritsar,10,4,Budget,5,Yes,Train,Off,9,5,262000
592,Mumbai,6,3,Premium,5,Yes,Flight,Peak,11,7,219000
593,Ooty,8,5,Premium,5,Yes,Train,Peak,19,1,434250
594,Udaipur,9,3,Premium,4,Yes,Car,Peak,5,6,258750
595,Leh,6,7,Budget,3,No,Flight,Peak,11,7,328650
596,Bangalore,7,2,Budget,3,No,Flight,Peak,3,2,106800
597,Agra,10,1,Standard,3,Yes,Bus,Peak,14,8,78750
598,Udaipur,1,1,Budget,2,Yes,Train,Peak,12,5,13200
599,Amritsar,6,4,Premium,3,Yes,Train,Off,9,4,129500
600,Darjeeling,4,7,Standard,2,Yes,Train,Off,12,9,117300
601,Pondicherry,5,5,Standard,2,No,Car,Peak,3,5,153750
602,Rishikesh,7,3,Budget,3,No,Flight,Peak,7,3,160200
603,Pondicherry,10,5,Budget,5,No,Flight,Off,2,3,341500
604,Kochi,5,1,Premium,3,Yes,Flight,Off,12,3,33000
605,Pondicherry,8,1,Budget,5,No,Train,Peak,1,5,81600
606,Chennai,2,5,Budget,3,No,Flight,Peak,6,9,108750
607,Mysore,6,1,Budget,2,Yes,Flight,Peak,10,1,40200
608,Udaipur,5,6,Premium,4,No,Bus,Peak,3,6,283500
609,Shimla,5,1,Budget,5,Yes,Flight,Off,19,2,39000
610,Hyderabad,1,7,Budget,4,No,Car,Off,14,2,52100
611,Goa,9,3,Premium,3,Yes,Flight,Off,4,6,154500
612,Udaipur,6,3,Budget,4,Yes,Bus,Peak,14,4,152850
613,Darjeeling,2,4,Budget,3,Yes,Train,Peak,17,4,65850
614,Goa,2,5,Budget,3,No,Bus,Off,10,2,49000
615,Goa,10,6,Standard,3,Yes,Train,Off,16,10,291500
616,Agra,4,2,Budget,4,Yes,Car,Peak,13,10,79350
617,Amritsar,7,3,Standard,4,No,Car,Peak,18,10,192900
618,Leh,7,2,Premium,4,No,Flight,Off,11,8,98000
619,Amritsar,6,3,Standard,2,Yes,Car,Peak,3,7,113700
620,Mumbai,2,2,Standard,4,Yes,Car,Off,18,1,28400
621,Mysore,10,3,Budget,4,Yes,Car,Peak,20,9,256500
622,Pondicherry,7,2,Budget,3,Yes,Car,Peak,18,3,100800
623,Rishikesh,7,5,Premium,2,Yes,Bus,Off,5,7,150000
624,Varanasi,6,5,Budget,3,No,Car,Peak,4,5,212250
625,Bangalore,9,7,Standard,2,No,Bus,Off,12,10,238800
626,Varanasi,2,2,Standard,5,Yes,Flight,Off,15,5,40400
627,Mumbai,7,8,Standard,3,Yes,Car,Off,6,8,279100
628,Kochi,7,1,Budget,4,Yes,Car,Peak,11,8,66900
629,Shimla,10,8,Standard,4,No,Flight,Peak,18,6,736500
630,Rishikesh,4,6,Budget,4,Yes,Train,Peak,7,5,210300
631,Udaipur,8,1,Standard,5,Yes,Train,Peak,12,2,85200
632,Jaipur,5,6,Budget,4,Yes,Car,Peak,9,8,264750
633,Shimla,2,3,Premium,5,Yes,Train,Peak,17,5,75750
634,Manali,3,2,Standard,4,No,Car,Peak,18,3,58650
635,Mumbai,9,4,Premium,3,Yes,Bus,Off,10,5,188000
636,Chennai,3,3,Budget,2,No,Car,Off,9,6,38700
637,Amritsar,1,3,Premium,4,Yes,Train,Peak,11,2,37500
638,Delhi,1,6,Budget,4,No,Bus,Off,16,6,40800
639,Agra,2,7,Budget,2,Yes,Flight,Off,16,2,83700
640,Chennai,1,5,Budget,2,No,Train,Peak,2,6,40500
641,Bangalore,9,5,Budget,3,Yes,Car,Off,4,4,207000
642,Shimla,8,3,Standard,4,Yes,Bus,Peak,11,10,215850
643,Rishikesh,8,3,Premium,4,No,Train,Peak,15,7,228000
644,Chennai,6,1,Standard,2,No,Train,Peak,8,10,42150
645,Varanasi,6,2,Budget,3,Yes,Car,Off,3,7,60600
646,Mysore,2,1,Budget,2,Yes,Flight,Peak,18,9,26400
647,Agra,8,7,Budget,5,No,Car,Peak,1,9,556950
648,Pondicherry,2,8,Budget,2,No,Bus,Off,4,10,65800
649,Bangalore,2,6,Standard,5,Yes,Bus,Off,11,7,90200
650,Varanasi,2,6,Premium,3,Yes,Car,Peak,1,1,111000
651,Varanasi,2,2,Standard,4,No,Car,Peak,10,7,44850
652,Rishikesh,8,1,Standard,4,Yes,Car,Off,18,9,52800
653,Rishikesh,5,6,Budget,5,Yes,Train,Peak,14,10,306750
654,Kochi,7,8,Budget,4,Yes,Car,Off,14,10,319300
655,Pondicherry,3,4,Budget,3,Yes,Train,Peak,14,10,96150
656,Jaipur,5,8,Budget,2,Yes,Car,Off,16,5,152000
657,Mysore,6,6,Premium,4,No,Train,Peak,3,3,339750
658,Pondicherry,9,5,Standard,4,No,Flight,Off,16,6,280000
659,Rishikesh,4,1,Premium,2,No,Bus,Off,13,4,19000
660,Darjeeling,1,2,Standard,3,Yes,Bus,Peak,18,9,25800
661,Kochi,9,7,Standard,3,No,Train,Peak,13,4,453450
662,Mumbai,4,5,Premium,4,Yes,Train,Off,7,7,132500
663,Shimla,1,1,Budget,3,Yes,Train,Peak,10,6,15450
664,Hyderabad,8,4,Premium,3,Yes,Train,Peak,6,2,252750
665,Mumbai,3,5,Budget,2,Yes,Bus,Off,20,7,59500
666,Darjeeling,4,5,Premium,4,Yes,Flight,Off,1,6,149500
667,Kochi,9,2,Budget,2,No,Bus,Off,4,1,61900
668,Varanasi,6,7,Standard,4,No,Car,Off,15,1,249700
669,Goa,9,7,Standard,4,No,Bus,Off,19,6,362800
670,Manali,6,2,Premium,4,No,Car,Off,11,10,81000
671,Jaipur,9,4,Budget,2,No,Train,Peak,5,8,193200
672,Goa,3,7,Standard,2,No,Car,Off,16,2,90600
673,Pondicherry,3,2,Standard,2,No,Flight,Peak,2,1,48150
674,Darjeeling,7,6,Budget,4,No,Car,Peak,18,2,353400
675,Shimla,8,6,Budget,5,Yes,Flight,Off,3,2,334900
676,Jaipur,7,7,Budget,2,Yes,Train,Peak,7,10,268050
677,Bangalore,3,5,Budget,5,No,Flight,Off,10,8,123500
678,Varanasi,4,6,Budget,5,No,Bus,Peak,12,8,241800
679,Agra,1,2,Standard,2,No,Train,Off,18,3,11700
680,Ooty,4,2,Budget,4,No,Car,Peak,18,10,77100
681,Delhi,3,1,Standard,3,No,Flight,Peak,18,8,34200
682,Leh,5,4,Budget,2,Yes,Car,Off,16,2,76500
683,Hyderabad,2,8,Premium,5,No,Train,Peak,10,8,192000
684,Mysore,10,6,Budget,4,Yes,Flight,Off,3,2,350500
685,Mumbai,9,3,Standard,3,No,Bus,Off,5,1,127700
686,Ooty,1,5,Standard,4,No,Bus,Peak,1,9,56250
687,Darjeeling,5,5,Budget,2,No,Flight,Off,14,9,112000
688,Darjeeling,3,4,Standard,5,No,Train,Peak,20,6,132300
689,Mumbai,8,8,Budget,3,Yes,Bus,Off,17,4,286700
690,Jaipur,1,1,Standard,2,Yes,Train,Peak,18,6,14400
691,Hyderabad,3,4,Budget,5,No,Train,Peak,7,9,129150
692,Mysore,4,1,Premium,2,Yes,Flight,Peak,6,10,41250
693,Mumbai,4,4,Standard,3,No,Bus,Peak,4,1,117150
694,Leh,5,8,Budget,3,No,Car,Off,20,9,192500
695,Delhi,9,5,Premium,5,No,Bus,Off,20,4,322000
696,Agra,10,7,Premium,3,Yes,Train,Peak,4,10,550500
697,Darjeeling,6,1,Premium,4,No,Bus,Off,12,9,41500
698,Goa,6,1,Budget,3,Yes,Flight,Off,15,5,34800
699,Darjeeling,9,1,Budget,3,No,Car,Peak,20,7,66300
700,Varanasi,6,6,Budget,5,Yes,Car,Peak,16,1,361200
701,Agra,10,2,Budget,2,Yes,Car,Off,6,10,76500
702,Chennai,7,6,Standard,3,Yes,Bus,Peak,1,9,307800
703,Ooty,10,2,Budget,2,Yes,Train,Off,15,10,75500
704,Leh,8,1,Premium,3,Yes,Flight,Off,11,9,51000
705,Mysore,4,7,Premium,4,Yes,Car,Peak,2,5,279000
706,Varanasi,6,6,Budget,3,No,Bus,Off,14,5,163300
707,Delhi,3,4,Standard,3,No,Train,Off,19,1,61700
708,Delhi,4,7,Budget,2,Yes,Train,Off,3,10,109400
709,Ooty,7,6,Standard,3,Yes,Flight,Off,11,2,225700
710,Leh,4,4,Premium,3,Yes,Car,Off,1,1,90000
711,Varanasi,9,5,Standard,3,No,Bus,Peak,11,2,319500
712,Hyderabad,8,1,Budget,5,No,Train,Off,14,5,54400
713,Varanasi,7,1,Premium,2,No,Bus,Off,1,5,31500
714,Mumbai,3,1,Budget,3,No,Bus,Off,5,3,15400
715,Pondicherry,3,8,Budget,5,No,Bus,Off,8,5,161700
716,Jaipur,7,6,Premium,3,Yes,Flight,Off,2,9,246000
717,Bangalore,9,8,Premium,4,Yes,Flight,Off,20,8,477500
718,Kochi,4,7,Premium,2,Yes,Bus,Peak,1,5,184500
719,Delhi,4,4,Standard,2,No,Flight,Peak,12,5,120150
720,Leh,5,6,Premium,5,Yes,Car,Off,15,9,228000
721,Rishikesh,6,3,Budget,5,No,Flight,Off,4,7,131900
722,Leh,1,1,Premium,3,No,Bus,Off,2,10,11000
723,Ooty,7,5,Premium,3,No,Flight,Off,15,10,205000
724,Bangalore,6,3,Standard,3,No,Car,Off,15,10,93800
725,Kochi,3,6,Standard,5,No,Train,Off,13,2,128800
726,Ooty,8,4,Premium,5,No,Car,Off,2,5,234500
727,Leh,5,7,Standard,3,Yes,Car,Peak,19,4,267750
728,Varanasi,8,3,Standard,3,Yes,Car,Peak,2,6,181350
729,Manali,8,1,Standard,3,Yes,Flight,Peak,14,2,66450
730,Kochi,1,8,Premium,5,Yes,Bus,Off,18,6,68500
731,Mysore,8,7,Premium,2,No,Flight,Peak,12,7,393750
732,Leh,5,7,Premium,4,No,Car,Off,19,1,224500
733,Shimla,5,6,Standard,2,No,Flight,Peak,16,9,213750
734,Manali,10,6,Premium,3,Yes,Bus,Off,11,10,312500
735,Jaipur,7,6,Standard,2,No,Car,Peak,10,6,249300
736,Manali,2,4,Premium,3,Yes,Train,Peak,12,4,74250
737,Varanasi,3,2,Budget,5,No,Car,Peak,19,6,67200
738,Shimla,2,2,Budget,3,No,Bus,Peak,20,2,30300
739,Rishikesh,8,2,Premium,4,No,Bus,Off,4,1,98500
740,Varanasi,2,3,Standard,4,Yes,Car,Peak,10,1,62400
741,Delhi,7,2,Premium,5,No,Train,Off,6,4,103000
742,Mysore,6,7,Budget,4,Yes,Flight,Peak,6,3,390900
743,Amritsar,4,8,Premium,3,Yes,Flight,Peak,17,8,308250
744,Udaipur,8,5,Budget,2,Yes,Flight,Peak,14,9,244500
745,Mumbai,7,1,Premium,5,No,Car,Peak,6,4,79500
746,Pondicherry,6,3,Standard,3,Yes,Car,Peak,9,2,136950
747,Darjeeling,6,2,Premium,3,Yes,Car,Peak,10,4,101250
748,Bangalore,2,6,Premium,2,Yes,Flight,Peak,5,6,123750
749,Agra,9,4,Standard,2,No,Train,Off,12,1,136100
750,Delhi,9,4,Premium,3,No,Train,Peak,15,1,279750
751,Bangalore,5,5,Premium,4,No,Car,Peak,7,5,243750
752,Delhi,4,1,Premium,4,Yes,Car,Off,9,5,30000
753,Goa,4,2,Budget,4,No,Car,Peak,20,1,70350
754,Agra,9,8,Premium,2,Yes,Bus,Peak,15,2,447750
755,Leh,4,1,Premium,2,Yes,Flight,Off,18,8,26500
756,Manali,6,3,Budget,3,Yes,Flight,Peak,12,6,145350
757,Udaipur,7,6,Standard,3,No,Train,Off,16,6,205200
758,Manali,2,3,Premium,4,No,Bus,Off,9,4,41000
759,Kochi,4,4,Premium,3,Yes,Car,Off,18,5,92000
760,Varanasi,6,7,Premium,4,Yes,Flight,Off,8,5,291000
761,Kochi,7,3,Standard,4,No,Flight,Off,7,6,135600
762,Shimla,1,3,Budget,3,No,Bus,Peak,11,1,24600
763,Delhi,5,5,Standard,3,Yes,Car,Off,15,8,130500
764,Agra,5,8,Premium,5,Yes,Train,Peak,3,10,447750
765,Amritsar,5,7,Premium,4,Yes,Flight,Off,10,1,247000
766,Goa,4,4,Budget,2,No,Bus,Off,2,1,57300
767,Shimla,6,5,Premium,4,Yes,Train,Off,6,7,192500
768,Mumbai,8,4,Budget,4,Yes,Bus,Peak,1,4,265650
769,Mysore,9,3,Standard,2,No,Flight,Off,17,8,116200
770,Mumbai,1,8,Budget,4,No,Bus,Off,8,8,54400
771,Shimla,8,6,Budget,3,No,Bus,Off,20,8,216400
772,Jaipur,5,5,Budget,3,Yes,Flight,Off,11,2,135000
773,Amritsar,6,4,Standard,5,No,Train,Off,16,6,167400
774,Kochi,5,4,Standard,4,Yes,Bus,Off,2,5,120000
775,Goa,10,4,Standard,2,Yes,Flight,Peak,1,7,253500
776,Hyderabad,9,8,Budget,2,No,Train,Peak,3,10,381900
777,Delhi,6,2,Budget,3,No,Car,Off,1,4,57600
778,Amritsar,9,2,Premium,2,No,Flight,Peak,18,3,125250
779,Amritsar,10,8,Standard,3,Yes,Train,Peak,13,3,574500
780,Chennai,3,2,Standard,4,Yes,Train,Off,6,8,42100
781,Udaipur,1,6,Standard,2,No,Train,Peak,8,6,50400
782,Delhi,1,7,Standard,2,No,Train,Off,18,7,39200
783,Manali,7,1,Premium,4,Yes,Car,Off,7,7,49000
784,Hyderabad,5,3,Budget,2,No,Car,Peak,1,4,86250
785,Shimla,8,3,Premium,4,No,Car,Off,20,8,154000
786,Darjeeling,10,2,Premium,3,Yes,Car,Off,3,4,107500
787,Mysore,5,2,Budget,5,No,Bus,Off,8,9,69500
788,Kochi,2,2,Budget,2,No,Bus,Off,15,10,20200
789,Leh,9,7,Premium,5,Yes,Flight,Off,6,8,481500
790,Agra,8,8,Standard,4,No,Car,Peak,17,5,565350
791,Kochi,1,3,Standard,3,Yes,Train,Off,4,9,24300
792,Shimla,4,5,Standard,3,Yes,Flight,Off,7,1,119000
793,Kochi,6,4,Budget,4,No,Car,Peak,3,3,205050
794,Manali,8,4,Standard,3,Yes,Train,Off,9,7,158200
795,Manali,3,5,Premium,4,No,Bus,Off,5,2,96000
796,Goa,9,7,Budget,5,No,Flight,Peak,12,2,649350
797,Mumbai,6,4,Premium,5,Yes,Bus,Off,6,9,178000
798,Manali,10,7,Premium,5,Yes,Train,Off,11,10,507000
799,Manali,5,3,Standard,2,No,Bus,Peak,13,1,86250
800,Jaipur,7,1,Standard,4,Yes,Flight,Off,17,2,46700
801,Pondicherry,7,4,Standard,2,No,Flight,Off,4,4,122800
802,Mysore,9,1,Premium,2,No,Flight,Peak,5,5,65250
803,Mumbai,4,4,Premium,5,Yes,Car,Peak,2,10,189750
804,Delhi,7,8,Standard,3,No,Flight,Peak,2,10,453900
805,Udaipur,9,5,Premium,3,Yes,Train,Peak,17,6,355500
806,Manali,8,4,Budget,3,No,Train,Peak,17,9,222150
